price,market_hash_name,volume
104.264,Sticker | seang@res | Boston 2018,1
13.42,Sticker | seang@res | Cluj-Napoca 2015,1
0.719,Sticker | Seeing Red,9
6.517,Sticker | Seeing Red (Foil),7
1.119,Sticker | Seek & Destroy,5
9.546,Sticker | seized (Foil) | Boston 2018,2
11.469,Sticker | seized (Foil) | Cluj-Napoca 2015,1
104.242,Sticker | seized (Foil) | Cologne 2016,1
27.76,Sticker | seized (Foil) | Krakow 2017,2
11.602,Sticker | seized (Foil) | MLG Columbus 2016,1
1.978,Sticker | seized | Boston 2018,3
14.808,Sticker | seized | Cluj-Napoca 2015,1
1.699,Sticker | seized | Krakow 2017,10
2.239,Sticker | seized | MLG Columbus 2016,40
0.04,Sticker | SENER1 (Glitter) | Antwerp 2022,2
0.017,Sticker | SENER1 (Glitter) | Paris 2023,19
0.156,Sticker | SENER1 (Glitter) | Rio 2022,2
1.166,Sticker | SENER1 (Gold) | Paris 2023,10
0.74,Sticker | SENER1 (Holo) | Antwerp 2022,4
0.55,Sticker | SENER1 (Holo) | Paris 2023,2
0.006,Sticker | SENER1 | Antwerp 2022,79
0.006,Sticker | SENER1 | Paris 2023,449
0.953,Sticker | SENER1 | Rio 2022,2
0.115,Sticker | sense (Glitter) | Copenhagen 2024,2
6.246,Sticker | sense (Gold) | Copenhagen 2024,5
0.9,Sticker | sense (Holo) | Copenhagen 2024,2
0.006,Sticker | sense | Copenhagen 2024,17
0.029,Sticker | Senzu (Glitter) | Copenhagen 2024,14
0.26,Sticker | Senzu (Holo) | Copenhagen 2024,1
0.006,Sticker | Senzu | Copenhagen 2024,413
0.073,Sticker | Separate Pixels,63
0.449,Sticker | sergej (Foil) | Berlin 2019,3
2.83,Sticker | sergej (Foil) | Katowice 2019,1
43.938,Sticker | sergej (Gold) | Berlin 2019,1
0.094,Sticker | sergej | Berlin 2019,15
0.454,Sticker | sergej | Katowice 2019,5
0.623,Sticker | sh1ro (Glitter) | Antwerp 2022,5
0.312,Sticker | sh1ro (Glitter) | Copenhagen 2024,5
0.239,Sticker | sh1ro (Glitter) | Rio 2022,2
9.384,Sticker | sh1ro (Gold) | Antwerp 2022,1
4.916,Sticker | sh1ro (Gold) | Copenhagen 2024,3
31.269,Sticker | sh1ro (Gold) | Stockholm 2021,1
4.743,Sticker | sh1ro (Holo) | Antwerp 2022,12
0.795,Sticker | sh1ro (Holo) | Copenhagen 2024,10
2.877,Sticker | sh1ro (Holo) | Rio 2022,3
6.075,Sticker | sh1ro (Holo) | Stockholm 2021,5
0.02,Sticker | sh1ro | Antwerp 2022,432
0.01,Sticker | sh1ro | Copenhagen 2024,184
0.11,Sticker | sh1ro | Rio 2022,9
0.026,Sticker | sh1ro | Stockholm 2021,30
0.396,Sticker | ShahZaM (Foil) | Berlin 2019,12
23.323,Sticker | ShahZaM (Foil) | Katowice 2019,1
3.72,Sticker | ShahZaM (Foil) | London 2018,1
7.299,Sticker | ShahZaM (Gold) | Berlin 2019,2
39.89,Sticker | ShahZaM (Gold) | Katowice 2019,3
0.079,Sticker | ShahZaM | Berlin 2019,59
0.551,Sticker | ShahZaM | London 2018,1
0.04,Sticker | shalfey (Glitter) | Antwerp 2022,6
0.017,Sticker | shalfey (Glitter) | Paris 2023,11
1.69,Sticker | shalfey (Gold) | Antwerp 2022,1
1.11,Sticker | shalfey (Gold) | Paris 2023,3
0.37,Sticker | shalfey (Holo) | Antwerp 2022,72
0.46,Sticker | shalfey (Holo) | Paris 2023,3
0.009,Sticker | shalfey | Antwerp 2022,39
0.006,Sticker | shalfey | Paris 2023,441
0.156,Sticker | Shaolin,32
57.773,Sticker | Shara (Foil) | MLG Columbus 2016,1
2.244,Sticker | Sharks Esports (Foil) | Stockholm 2021,7
7.458,Sticker | Sharks Esports (Gold) | Stockholm 2021,7
2.688,Sticker | Sharks Esports (Holo) | Stockholm 2021,15
0.037,Sticker | Sharks Esports | Stockholm 2021,54
0.22,Sticker | Shattered Web,30
0.542,Sticker | Shave Master,12
0.584,Sticker | Sherry,3
2.458,Sticker | Sherry (Holo),8
0.295,Sticker | Shifty Tactics,32
1.021,Sticker | Shooting Star Return,11
4.501,Sticker | Showdown (Foil),87
2.087,Sticker | shox (Foil) | Berlin 2019,5
10.85,Sticker | shox (Foil) | Boston 2018,5
46.99,Sticker | shox (Foil) | Cologne 2015,1
8.14,Sticker | shox (Foil) | London 2018,4
0.372,Sticker | shox (Glitter) | Antwerp 2022,8
4.6,Sticker | shox (Gold) | Antwerp 2022,2
15.0,Sticker | shox (Gold) | Berlin 2019,3
6.72,Sticker | shox (Gold) | Stockholm 2021,2
2.826,Sticker | shox (Holo) | Antwerp 2022,4
0.44,Sticker | shox (Holo) | Stockholm 2021,23
0.01,Sticker | shox | Antwerp 2022,22
11.44,Sticker | shox | Atlanta 2017,10
0.083,Sticker | shox | Berlin 2019,14
1.773,Sticker | shox | Boston 2018,7
13.972,Sticker | shox | Cologne 2015,3
8.44,Sticker | shox | Cologne 2016,4
0.604,Sticker | shox | Katowice 2019,3
1.8,Sticker | shox | Krakow 2017,4
0.848,Sticker | shox | London 2018,1
7.0,Sticker | shox | MLG Columbus 2016,3
0.01,Sticker | shox | Stockholm 2021,61
21.41,Sticker | shroud | Cologne 2015,1
0.384,Sticker | SicK (Foil) | Berlin 2019,9
13.904,Sticker | SicK (Foil) | Boston 2018,1
0.095,Sticker | SicK | Berlin 2019,7
156.395,Sticker | SicK | Boston 2018,1
4.88,Sticker | SicK | London 2018,3
5.41,Sticker | Sico (Foil) | Berlin 2019,3
0.677,Sticker | sico (Glitter) | Antwerp 2022,1
0.017,Sticker | Sico (Glitter) | Paris 2023,28
3.68,Sticker | sico (Gold) | Antwerp 2022,1
2.6,Sticker | Sico (Gold) | Paris 2023,2
1.042,Sticker | Sico (Holo) | Paris 2023,3
0.01,Sticker | sico | Antwerp 2022,28
0.17,Sticker | Sico | Berlin 2019,1
0.006,Sticker | Sico | Paris 2023,1046
0.029,Sticker | Sico | Rio 2022,5
6.256,Sticker | Side Eyes (Lenticular),1
0.209,Sticker | Silent Ninja,3
1.49,Sticker | Silent Ninja (Foil),16
0.16,Sticker | Silver,37
1.877,Sticker | Silver (Foil),69
0.01,Sticker | sinnopsyy (Glitter) | Antwerp 2022,451
0.009,Sticker | sinnopsyy (Glitter) | Paris 2023,24
0.084,Sticker | sinnopsyy (Glitter) | Rio 2022,3
0.939,Sticker | sinnopsyy (Gold) | Paris 2023,6
4.94,Sticker | sinnopsyy (Gold) | Rio 2022,2
0.782,Sticker | sinnopsyy (Holo) | Antwerp 2022,5
0.64,Sticker | sinnopsyy (Holo) | Paris 2023,5
0.01,Sticker | sinnopsyy | Antwerp 2022,74
0.006,Sticker | sinnopsyy | Paris 2023,234
0.04,Sticker | sinnopsyy | Rio 2022,3
0.05,Sticker | siuhy (Glitter) | Copenhagen 2024,2
0.03,Sticker | siuhy (Glitter) | Paris 2023,1
0.09,Sticker | siuhy (Glitter) | Rio 2022,1
3.77,Sticker | siuhy (Gold) | Copenhagen 2024,1
4.667,Sticker | siuhy (Gold) | Paris 2023,2
9.63,Sticker | siuhy (Gold) | Rio 2022,1
0.827,Sticker | siuhy (Holo) | Copenhagen 2024,3
0.43,Sticker | siuhy (Holo) | Paris 2023,9
1.692,Sticker | siuhy (Holo) | Rio 2022,1
0.006,Sticker | siuhy | Copenhagen 2024,204
0.005,Sticker | siuhy | Paris 2023,301
0.011,Sticker | siuhy | Rio 2022,34
41.706,Sticker | SIXER (Foil) | Boston 2018,1
14.587,Sticker | SIXER | Atlanta 2017,3
5.86,Sticker | SIXER | Boston 2018,2
0.052,Sticker | sjuush (Glitter) | Antwerp 2022,8
0.02,Sticker | sjuush (Glitter) | Paris 2023,1
0.07,Sticker | sjuush (Glitter) | Rio 2022,10
4.171,Sticker | sjuush (Gold) | Antwerp 2022,1
6.256,Sticker | sjuush (Gold) | Copenhagen 2024,11
4.322,Sticker | sjuush (Gold) | Paris 2023,1
1.4,Sticker | sjuush (Holo) | Antwerp 2022,6
0.41,Sticker | sjuush (Holo) | Paris 2023,11
1.11,Sticker | sjuush (Holo) | Rio 2022,3
0.397,Sticker | sjuush (Holo) | Stockholm 2021,13
0.006,Sticker | sjuush | Antwerp 2022,131
0.01,Sticker | sjuush | Copenhagen 2024,19
0.005,Sticker | sjuush | Paris 2023,232
0.03,Sticker | sjuush | Rio 2022,2
0.01,Sticker | sjuush | Stockholm 2021,13
52.91,Sticker | SK Gaming (Foil) | Boston 2018,1
23.356,Sticker | SK Gaming (Foil) | Cologne 2016,1
33.0,Sticker | SK Gaming (Foil) | Krakow 2017,1
100.0,Sticker | SK Gaming (Holo) | Atlanta 2017,2
63.36,Sticker | SK Gaming (Holo) | Boston 2018,1
39.099,Sticker | SK Gaming (Holo) | Cologne 2016,1
9.197,Sticker | SK Gaming (Holo) | Krakow 2017,3
2.331,Sticker | SK Gaming | Atlanta 2017,4
2.854,Sticker | SK Gaming | Boston 2018,4
3.657,Sticker | SK Gaming | Cologne 2016,9
1.752,Sticker | SK Gaming | Krakow 2017,32
0.02,Sticker | sk0R (Glitter) | Paris 2023,102
0.219,Sticker | sk0R (Glitter) | Rio 2022,16
2.029,Sticker | sk0R (Gold) | Paris 2023,13
15.69,Sticker | sk0R (Gold) | Rio 2022,1
0.798,Sticker | sk0R (Holo) | Paris 2023,5
0.019,Sticker | sk0R | Antwerp 2022,25
0.006,Sticker | sk0R | Paris 2023,371
0.04,Sticker | sk0R | Rio 2022,3
88.665,Sticker | Skadoodle (Foil) | Cluj-Napoca 2015,1
68.814,Sticker | Skadoodle (Foil) | Krakow 2017,2
28.001,Sticker | Skadoodle (Foil) | London 2018,2
72.0,Sticker | Skadoodle (Foil) | MLG Columbus 2016,1
13.32,Sticker | Skadoodle | Boston 2018,1
16.5,Sticker | Skadoodle | Cologne 2015,1
1.654,Sticker | Skadoodle | London 2018,5
8.06,Sticker | Skadoodle | MLG Columbus 2016,1
1.694,Sticker | Skin Lover (Lenticular),13
2.38,Sticker | Skull Lil Boney,1
0.45,Sticker | Skull Troop,9
0.017,Sticker | skullz (Glitter) | Paris 2023,37
1.251,Sticker | skullz (Gold) | Paris 2023,12
0.258,Sticker | skullz (Holo) | Paris 2023,4
0.005,Sticker | skullz | Paris 2023,310
0.106,Sticker | slaxz- (Glitter) | Rio 2022,5
16.871,Sticker | slaxz- (Gold) | Rio 2022,2
1.944,Sticker | slaxz- (Holo) | Rio 2022,1
0.199,Sticker | slaxz- | Rio 2022,32
0.33,Sticker | Small Arms,11
26.066,Sticker | SmithZz (Foil) | Cologne 2015,2
11.952,Sticker | SmithZz | Atlanta 2017,2
12.23,Sticker | SmithZz | Cluj-Napoca 2015,4
9.622,Sticker | SmithZz | Cologne 2015,2
4.084,Sticker | SmithZz | Cologne 2016,8
3.86,Sticker | SmithZz | London 2018,6
2.422,Sticker | Smoke Criminal,16
10.427,Sticker | smooya (Foil) | Katowice 2019,2
17.16,Sticker | smooya (Foil) | London 2018,1
104.264,Sticker | smooya (Gold) | Katowice 2019,1
0.446,Sticker | smooya | Katowice 2019,8
2.87,Sticker | smooya | London 2018,2
6.53,Sticker | Snappi (Foil) | London 2018,2
0.029,Sticker | Snappi (Glitter) | Antwerp 2022,113
0.01,Sticker | Snappi (Glitter) | Paris 2023,49
3.175,Sticker | Snappi (Gold) | Paris 2023,2
6.256,Sticker | Snappi (Gold) | Rio 2022,1
0.766,Sticker | Snappi (Holo) | Antwerp 2022,24
0.29,Sticker | Snappi (Holo) | Paris 2023,2
0.686,Sticker | Snappi (Holo) | Rio 2022,1
0.007,Sticker | Snappi | Antwerp 2022,135
5.5,Sticker | Snappi | London 2018,1
0.006,Sticker | Snappi | Paris 2023,2176
0.16,Sticker | Snappi | Rio 2022,10
0.88,Sticker | snatchie | London 2018,1
10.19,Sticker | Snax (Foil) | Boston 2018,1
18.298,Sticker | Snax (Foil) | Krakow 2017,1
4.0,Sticker | Snax (Foil) | London 2018,3
43.28,Sticker | Snax (Foil) | MLG Columbus 2016,1
0.3,Sticker | Snax (Glitter) | Copenhagen 2024,2
12.37,Sticker | Snax (Gold) | Copenhagen 2024,3
3.337,Sticker | Snax | Boston 2018,1
11.469,Sticker | Snax | Cluj-Napoca 2015,3
5.3,Sticker | Snax | Cologne 2015,2
6.66,Sticker | Snax | Cologne 2016,2
0.04,Sticker | Snax | Copenhagen 2024,8
3.19,Sticker | Snax | London 2018,2
3.99,Sticker | Snax | MLG Columbus 2016,2
1.668,Sticker | Sneaky Beaky Dept. (Holo),5
0.417,Sticker | Sneaky Beaky Like,16
1.994,Sticker | Snowfall (Glitter),6
10.976,Sticker | SnypeR | Cologne 2015,1
4.195,Sticker | somebody (Foil) | Berlin 2019,11
11.647,Sticker | somebody (Foil) | Katowice 2019,2
26.984,Sticker | somebody (Foil) | London 2018,1
0.86,Sticker | somebody | Berlin 2019,11
6.266,Sticker | somebody | Katowice 2019,5
8.5,Sticker | somebody | London 2018,3
0.25,Sticker | Space Marine,9
1.316,Sticker | Space Marine (Holo),7
25.42,Sticker | Space Soldiers (Foil) | Boston 2018,5
18.285,Sticker | Space Soldiers (Foil) | London 2018,2
13.0,Sticker | Space Soldiers (Holo) | Boston 2018,5
7.74,Sticker | Space Soldiers (Holo) | London 2018,4
1.852,Sticker | Space Soldiers | Boston 2018,10
1.619,Sticker | Space Soldiers | London 2018,22
0.159,Sticker | Spartan,12
19601.445,Sticker | spaze (Foil) | Cologne 2016,2
35.0,Sticker | spaze | Cologne 2016,1
0.073,Sticker | Spectators,184
0.56,Sticker | speed4k (Foil) | Berlin 2019,6
34.35,Sticker | speed4k (Gold) | Berlin 2019,3
0.099,Sticker | speed4k | Berlin 2019,5
0.51,Sticker | Speedy T,1
0.26,Sticker | Sphinx,10
1.18,Sticker | Sphinx (Holo),3
33.219,Sticker | Spiidi (Foil) | Boston 2018,1
39.099,Sticker | Spiidi (Foil) | Cologne 2016,3
20.19,Sticker | Spiidi (Foil) | MLG Columbus 2016,2
11.536,Sticker | Spiidi | Atlanta 2017,3
1.656,Sticker | Spiidi | Boston 2018,5
4.019,Sticker | Spiidi | Cologne 2015,2
0.005,Sticker | Spinx (Champion) | Paris 2023,1348
0.041,Sticker | Spinx (Glitter) | Antwerp 2022,79
0.03,Sticker | Spinx (Glitter) | Copenhagen 2024,10
0.02,Sticker | Spinx (Glitter) | Paris 2023,28
0.084,Sticker | Spinx (Glitter) | Rio 2022,4
0.01,"Sticker | Spinx (Glitter, Champion) | Paris 2023",114
2.607,Sticker | Spinx (Gold) | Antwerp 2022,4
5.715,Sticker | Spinx (Gold) | Copenhagen 2024,1
3.069,Sticker | Spinx (Gold) | Paris 2023,6
0.905,"Sticker | Spinx (Gold, Champion) | Paris 2023",4
0.379,Sticker | Spinx (Holo) | Antwerp 2022,12
0.34,Sticker | Spinx (Holo) | Copenhagen 2024,2
2.15,Sticker | Spinx (Holo) | Rio 2022,2
0.188,"Sticker | Spinx (Holo, Champion) | Paris 2023",2
0.01,Sticker | Spinx | Antwerp 2022,52
0.006,Sticker | Spinx | Copenhagen 2024,594
0.005,Sticker | Spinx | Paris 2023,1776
0.206,Sticker | Spinx | Rio 2022,7
0.974,Sticker | Spirit (Foil) | 2020 RMR,249
2.65,Sticker | Spirit (Gold) | 2020 RMR,24
0.26,Sticker | Spirit (Holo) | 2020 RMR,143
0.03,Sticker | Spirit | 2020 RMR,240
37.914,Sticker | Splyce (Foil) | MLG Columbus 2016,8
33.369,Sticker | Splyce (Holo) | MLG Columbus 2016,4
5.76,Sticker | Splyce | MLG Columbus 2016,12
0.87,Sticker | Sprout Esports (Glitter) | Rio 2022,31
4.38,Sticker | Sprout Esports (Gold) | Rio 2022,4
21.051,Sticker | Sprout Esports (Holo) | Boston 2018,8
1.344,Sticker | Sprout Esports (Holo) | Rio 2022,3
7.294,Sticker | Sprout Esports | Boston 2018,5
0.08,Sticker | Sprout Esports | Rio 2022,406
15.609,Sticker | SPUNJ (Foil) | Cologne 2015,2
0.149,Sticker | Squeaky Door,20
0.24,Sticker | stadodo (Glitter) | Copenhagen 2024,13
0.01,Sticker | stadodo | Copenhagen 2024,69
0.3,Sticker | Staehr (Glitter) | Rio 2022,7
1.39,Sticker | Staehr (Holo) | Rio 2022,1
0.057,Sticker | Staehr | Rio 2022,9
0.21,Sticker | Stalking Prey,57
0.23,Sticker | Stan,49
1.796,Sticker | Stan (Holo),15
0.782,Sticker | stanislaw (Foil) | Berlin 2019,5
3.06,Sticker | stanislaw (Foil) | Katowice 2019,3
5.74,Sticker | stanislaw (Foil) | London 2018,1
12.512,Sticker | stanislaw | Atlanta 2017,2
0.11,Sticker | stanislaw | Berlin 2019,15
990.499,Sticker | stanislaw | Boston 2018,1
0.359,Sticker | stanislaw | Katowice 2019,20
5.694,Sticker | stanislaw | London 2018,2
0.6,Sticker | StarLadder (Foil) | Berlin 2019,20
0.23,Sticker | StarLadder (Holo) | Berlin 2019,49
0.247,Sticker | StarLadder | Berlin 2019,11
0.105,Sticker | Starry (Glitter) | Copenhagen 2024,4
7.353,Sticker | Starry (Holo) | Copenhagen 2024,1
0.01,Sticker | Starry | Copenhagen 2024,62
0.053,Sticker | stavn (Glitter) | Antwerp 2022,11
0.03,Sticker | stavn (Glitter) | Paris 2023,1
0.069,Sticker | stavn (Glitter) | Rio 2022,7
2.2,Sticker | stavn (Gold) | Antwerp 2022,1
1.99,Sticker | stavn (Gold) | Paris 2023,2
3.563,Sticker | stavn (Gold) | Rio 2022,1
1.35,Sticker | stavn (Holo) | Antwerp 2022,2
1.395,Sticker | stavn (Holo) | Paris 2023,2
0.219,Sticker | stavn (Holo) | Stockholm 2021,8
0.006,Sticker | stavn | Antwerp 2022,64
0.006,Sticker | stavn | Paris 2023,214
0.02,Sticker | stavn | Rio 2022,8
0.02,Sticker | stavn | Stockholm 2021,6
0.938,Sticker | Stay Frosty,13
31.74,Sticker | steel (Foil) | Cologne 2015,1
29.99,Sticker | steel (Foil) | Krakow 2017,3
9.21,Sticker | steel | Cluj-Napoca 2015,1
641.935,Sticker | sterling (Foil) | Katowice 2019,1
49.895,Sticker | sterling (Gold) | Katowice 2019,1
2.272,Sticker | sterling | Katowice 2019,4
57.866,Sticker | Stewie2K (Foil) | Boston 2018,1
11.579,Sticker | Stewie2K (Foil) | Katowice 2019,1
67.771,Sticker | Stewie2K (Foil) | Krakow 2017,4
15.21,Sticker | Stewie2K (Foil) | London 2018,2
47.369,Sticker | Stewie2K (Gold) | Berlin 2019,1
176.201,Sticker | Stewie2K (Gold) | Katowice 2019,1
1070.0,Sticker | Stewie2K (Gold) | Krakow 2017,1
0.09,Sticker | Stewie2K | Berlin 2019,528
1.21,Sticker | Stewie2K | Katowice 2019,4
7.04,Sticker | Stewie2K | Krakow 2017,4
1.8,Sticker | Stewie2K | London 2018,3
25.27,Sticker | Stewie2K | MLG Columbus 2016,2
4.713,Sticker | Sticker Bomb Surf Ava (Foil),11
5.62,Sticker | Sticker Bomb Surf K (Foil),6
0.187,Sticker | Sting Like A Butterfly,3
0.173,Sticker | Stone Scales,142
3.396,Sticker | Stone Scales (Foil),17
9.8,Sticker | story (Gold) | Copenhagen 2024,2
2.008,Sticker | story (Holo) | Copenhagen 2024,1
0.01,Sticker | story | Copenhagen 2024,7
0.102,Sticker | Street Artist (Glitter),57
0.091,Sticker | Strike A Pose,8
33.0,Sticker | Stupid Banana (Foil),2
6.005,Sticker | STYKO (Foil) | Boston 2018,3
11.25,Sticker | STYKO (Foil) | London 2018,3
0.104,Sticker | STYKO (Glitter) | Copenhagen 2024,8
0.009,Sticker | STYKO (Glitter) | Paris 2023,72
14.597,Sticker | STYKO (Gold) | Copenhagen 2024,3
98.81,Sticker | STYKO (Gold) | London 2018,1
3.448,Sticker | STYKO (Gold) | Paris 2023,2
0.685,Sticker | STYKO (Holo) | Copenhagen 2024,1
0.66,Sticker | STYKO (Holo) | Paris 2023,3
11.44,Sticker | STYKO | Atlanta 2017,2
2.22,Sticker | STYKO | Boston 2018,2
0.016,Sticker | STYKO | Copenhagen 2024,9
0.709,Sticker | STYKO | London 2018,7
0.006,Sticker | STYKO | Paris 2023,1288
1.644,Sticker | Summer (Foil) | Berlin 2019,2
3.44,Sticker | Summer (Foil) | Katowice 2019,5
0.59,Sticker | Summer | Berlin 2019,5
0.84,Sticker | Summer | Katowice 2019,3
4.95,Sticker | suNny (Foil) | London 2018,6
1876.735,Sticker | suNny (Gold) | Krakow 2017,3
1.775,Sticker | suNny | Boston 2018,8
2.263,Sticker | suNny | Krakow 2017,10
2.597,Sticker | suNny | London 2018,2
0.02,Sticker | SunPayus (Glitter) | Paris 2023,9
0.073,Sticker | SunPayus (Glitter) | Rio 2022,15
3.53,Sticker | SunPayus (Gold) | Paris 2023,32
5.08,Sticker | SunPayus (Gold) | Rio 2022,2
0.328,Sticker | SunPayus (Holo) | Paris 2023,24
1.056,Sticker | SunPayus (Holo) | Rio 2022,20
0.006,Sticker | SunPayus | Paris 2023,677
0.02,Sticker | SunPayus | Rio 2022,9
0.457,Sticker | Sunset Ocean Tentaskull,7
0.8,Sticker | Support,13
0.104,Sticker | Supreme Master First Class,19
1.09,Sticker | Supreme Master First Class (Holo),11
0.3,Sticker | Surf's Up,4
1.07,Sticker | svyat (Foil) | Berlin 2019,2
0.104,Sticker | svyat | Berlin 2019,18
56.447,Sticker | Swag (Foil),6
5.11,Sticker | Syman Gaming (Foil) | Berlin 2019,7
0.332,Sticker | Syman Gaming (Holo) | Berlin 2019,21
0.484,Sticker | Syman Gaming | Berlin 2019,15
0.042,Sticker | syrsoN (Glitter) | Antwerp 2022,48
4.92,Sticker | syrsoN (Holo) | Rio 2022,2
0.007,Sticker | syrsoN | Antwerp 2022,119
0.05,Sticker | syrsoN | Rio 2022,1
1.634,Sticker | T On Cat,4
1.913,Sticker | T Rush (Holo),10
0.991,Sticker | T-Rekt,12
1.877,Sticker | t0rick (Foil) | Berlin 2019,1
0.13,Sticker | t0rick | Berlin 2019,12
8.544,Sticker | tabseN (Foil) | Boston 2018,1
1.844,Sticker | tabseN (Foil) | Katowice 2019,5
39.511,Sticker | tabseN (Foil) | Krakow 2017,1
0.126,Sticker | tabseN (Glitter) | Antwerp 2022,25
0.188,Sticker | tabseN (Glitter) | Rio 2022,1
263.158,Sticker | tabseN (Gold) | Boston 2018,2
66.729,Sticker | tabseN (Gold) | Katowice 2019,1
3.326,Sticker | tabseN (Holo) | Antwerp 2022,1
1.86,Sticker | tabseN (Holo) | Rio 2022,2
0.006,Sticker | tabseN | Antwerp 2022,62
1.67,Sticker | tabseN | Boston 2018,4
0.65,Sticker | tabseN | Katowice 2019,5
2.5,Sticker | tabseN | Krakow 2017,7
0.05,Sticker | tabseN | Rio 2022,2
0.36,Sticker | TACO (Foil) | Berlin 2019,8
8.0,Sticker | TACO (Foil) | Boston 2018,1
2.25,Sticker | TACO (Foil) | Katowice 2019,2
25.925,Sticker | TACO (Foil) | Krakow 2017,4
0.209,Sticker | TACO (Glitter) | Rio 2022,15
8.89,Sticker | TACO (Gold) | Berlin 2019,1
378.948,Sticker | TACO (Gold) | Boston 2018,1
11.778,Sticker | TACO (Gold) | Rio 2022,2
3.726,Sticker | TACO (Holo) | Rio 2022,1
0.21,Sticker | TACO | Berlin 2019,1
2.19,Sticker | TACO | Boston 2018,3
6.13,Sticker | TACO | Cologne 2016,2
0.35,Sticker | TACO | Katowice 2019,7
3.61,Sticker | TACO | Krakow 2017,4
2.659,Sticker | TACO | London 2018,1
0.074,Sticker | TACO | Rio 2022,17
1.249,Sticker | Tamara,18
3.868,Sticker | Tamara (Holo),11
0.835,Sticker | tarik (Foil) | Berlin 2019,5
327.19,Sticker | tarik (Gold) | London 2018,1
16.0,Sticker | tarik | Atlanta 2017,1
0.129,Sticker | tarik | Berlin 2019,14
16.309,Sticker | tarik | Cologne 2015,1
12.23,Sticker | tarik | Cologne 2016,1
10.363,Sticker | tarik | London 2018,8
0.249,Sticker | Taste Bud,7
3.201,Sticker | Taste Buddy (Holo),4
3.858,Sticker | TaZ (Foil) | Boston 2018,3
31.279,Sticker | TaZ (Foil) | Cluj-Napoca 2015,1
21.951,Sticker | TaZ (Foil) | Cologne 2016,1
14.597,Sticker | TaZ (Foil) | Krakow 2017,1
4.213,Sticker | TaZ | Atlanta 2017,1
1.877,Sticker | TaZ | Boston 2018,3
2.98,Sticker | TaZ | Cluj-Napoca 2015,1
4.067,Sticker | TaZ | Cologne 2015,3
7.67,Sticker | TaZ | Cologne 2016,2
1.56,Sticker | TaZ | Krakow 2017,5
8.56,Sticker | TaZ | MLG Columbus 2016,1
72.88,Sticker | Team Dignitas (Foil) | Cluj-Napoca 2015,2
79.92,Sticker | Team Dignitas (Foil) | Cologne 2016,4
258.74,Sticker | Team Dignitas (Foil) | DreamHack 2014,2
997.999,Sticker | Team Dignitas (Holo) | Cologne 2014,5
95.0,Sticker | Team Dignitas (Holo) | Cologne 2016,11
406.616,Sticker | Team Dignitas (Holo) | DreamHack 2014,1
39.945,Sticker | Team Dignitas | Cluj-Napoca 2015,6
46.006,Sticker | Team Dignitas | Cologne 2014,29
38.128,Sticker | Team Dignitas | Cologne 2016,3
72.895,Sticker | Team Dignitas | DreamHack 2014,4
1282.79,Sticker | Team Dignitas | Katowice 2014,2
15.999,Sticker | Team eBettle | Cologne 2015,3
31.579,Sticker | Team EnVyUs (Foil) | Boston 2018,2
17.26,Sticker | Team EnVyUs (Foil) | Cluj-Napoca 2015,5
16.547,Sticker | Team EnVyUs (Foil) | Cologne 2015,4
24.32,Sticker | Team EnVyUs (Foil) | Cologne 2016,1
94.91,Sticker | Team EnVyUs (Foil) | Katowice 2015,2
56.04,Sticker | Team EnVyUs (Holo) | Atlanta 2017,6
21.0,Sticker | Team EnVyUs (Holo) | Boston 2018,1
15.91,Sticker | Team EnVyUs (Holo) | Cologne 2016,9
110.0,Sticker | Team EnVyUs (Holo) | Katowice 2015,2
23.98,Sticker | Team EnVyUs (Holo) | MLG Columbus 2016,6
5.817,Sticker | Team EnVyUs | Atlanta 2017,2
7.683,Sticker | Team EnVyUs | Boston 2018,4
3.242,Sticker | Team EnVyUs | Cluj-Napoca 2015,30
3.389,Sticker | Team EnVyUs | Cologne 2015,9
6.15,Sticker | Team EnVyUs | Cologne 2016,6
12.25,Sticker | Team EnVyUs | Katowice 2015,8
3.363,Sticker | Team EnVyUs | MLG Columbus 2016,6
5.943,Sticker | Team Immunity | Cologne 2015,6
24.593,Sticker | Team Kinguin (Foil) | Cologne 2015,4
5.602,Sticker | Team Kinguin | Cologne 2015,2
150.0,Sticker | Team LDLC.com (Holo) | Cologne 2014,3
19.81,Sticker | Team LDLC.com | Cologne 2014,13
50.516,Sticker | Team LDLC.com | DreamHack 2014,5
2.24,Sticker | Team Liquid (Foil) | Berlin 2019,15
119.799,Sticker | Team Liquid (Foil) | Boston 2018,3
35.0,Sticker | Team Liquid (Foil) | Cluj-Napoca 2015,1
40.486,Sticker | Team Liquid (Foil) | Katowice 2019,4
219.401,Sticker | Team Liquid (Foil) | London 2018,1
134.604,Sticker | Team Liquid (Foil) | MLG Columbus 2016,1
2.966,Sticker | Team Liquid (Foil) | Stockholm 2021,11
1.0,Sticker | Team Liquid (Glitter) | Antwerp 2022,4
0.03,Sticker | Team Liquid (Glitter) | Paris 2023,16
3.977,Sticker | Team Liquid (Gold) | Antwerp 2022,6
1.429,Sticker | Team Liquid (Gold) | Paris 2023,15
6.05,Sticker | Team Liquid (Gold) | Rio 2022,1
5.85,Sticker | Team Liquid (Gold) | Stockholm 2021,1
5.19,Sticker | Team Liquid (Holo) | Antwerp 2022,9
130.0,Sticker | Team Liquid (Holo) | Atlanta 2017,6
